,lat_cascades,lon_cascades
960,44.03125,-121.59375
961,44.03125,-121.53125
962,44.03125,-121.46875
963,44.09375,-122.59375
964,44.09375,-122.53125
965,44.09375,-122.34375
966,44.09375,-122.28125
967,44.09375,-122.21875
968,44.09375,-122.15625
969,44.09375,-122.09375
970,44.09375,-122.03125
971,44.09375,-121.96875
972,44.09375,-121.90625
973,44.09375,-121.84375
974,44.09375,-121.78125
975,44.09375,-121.71875
976,44.09375,-121.65625
977,44.09375,-121.59375
978,44.09375,-121.53125
979,44.15625,-122.40625
980,44.15625,-122.21875
981,44.15625,-122.15625
982,44.15625,-122.09375
983,44.15625,-122.03125
984,44.15625,-121.96875
985,44.15625,-121.90625
986,44.15625,-121.84375
987,44.15625,-121.78125
988,44.15625,-121.71875
989,44.15625,-121.65625
990,44.15625,-121.59375
991,44.15625,-121.53125
992,44.21875,-122.59375
993,44.21875,-122.53125
994,44.21875,-122.46875
995,44.21875,-122.40625
996,44.21875,-122.34375
997,44.21875,-122.28125
998,44.21875,-122.21875
999,44.21875,-122.15625
1000,44.21875,-122.09375
1001,44.21875,-122.03125
1002,44.21875,-121.96875
1003,44.21875,-121.90625
1004,44.21875,-121.84375
1005,44.21875,-121.78125
1006,44.21875,-121.71875
1007,44.21875,-121.65625
1008,44.28125,-122.59375
1009,44.28125,-122.53125
1010,44.28125,-122.46875
1011,44.28125,-122.40625
1012,44.28125,-122.34375
1013,44.28125,-122.28125
1014,44.28125,-122.21875
1015,44.28125,-122.15625
1016,44.28125,-122.09375
1017,44.28125,-122.03125
1018,44.28125,-121.96875
1019,44.28125,-121.90625
1020,44.28125,-121.84375
1021,44.28125,-121.78125
1022,44.28125,-121.71875
1023,44.28125,-121.65625
1024,44.34375,-122.53125
1025,44.34375,-122.46875
1026,44.34375,-122.40625
1027,44.34375,-122.34375
1028,44.34375,-122.28125
1029,44.34375,-122.21875
1030,44.34375,-122.15625
1031,44.34375,-122.09375
1032,44.34375,-122.03125
1033,44.34375,-121.96875
1034,44.34375,-121.90625
1035,44.34375,-121.84375
1036,44.34375,-121.78125
1037,44.34375,-121.71875
1038,44.40625,-122.34375
1039,44.40625,-122.28125
1040,44.40625,-122.21875
1041,44.40625,-122.15625
1042,44.40625,-122.09375
1043,44.40625,-122.03125
1044,44.40625,-121.96875
1045,44.40625,-121.90625
1046,44.40625,-121.84375
1047,44.40625,-121.78125
1048,44.40625,-121.65625
1049,44.46875,-122.59375
1050,44.46875,-122.34375
1051,44.46875,-122.28125
1052,44.46875,-122.21875
1053,44.46875,-122.15625
1054,44.46875,-122.09375
1055,44.46875,-122.03125
1056,44.46875,-121.96875
1057,44.46875,-121.90625
1058,44.46875,-121.84375
1059,44.46875,-121.78125
1060,44.46875,-121.59375
1061,44.46875,-121.53125
1062,44.53125,-122.59375
1063,44.53125,-122.53125
1064,44.53125,-122.40625
1065,44.53125,-122.34375
1066,44.53125,-122.28125
1067,44.53125,-122.21875
1068,44.53125,-122.15625
1069,44.53125,-122.09375
1070,44.53125,-122.03125
1071,44.53125,-121.96875
1072,44.53125,-121.90625
1073,44.53125,-121.84375
1074,44.53125,-121.78125
1075,44.53125,-121.71875
1076,44.53125,-121.59375
1077,44.59375,-122.59375
1078,44.59375,-122.53125
1079,44.59375,-122.46875
1080,44.59375,-122.40625
1081,44.59375,-122.34375
1082,44.59375,-122.28125
1083,44.59375,-122.21875
1084,44.59375,-122.15625
1085,44.59375,-122.09375
1086,44.59375,-122.03125
1087,44.59375,-121.96875
1088,44.59375,-121.90625
1089,44.59375,-121.84375
1090,44.59375,-121.78125
1091,44.59375,-121.71875
1092,44.59375,-121.59375
1093,44.65625,-122.59375
1094,44.65625,-122.53125
1095,44.65625,-122.46875
1096,44.65625,-122.40625
1097,44.65625,-122.34375
1098,44.65625,-122.28125
1099,44.65625,-122.21875
1100,44.65625,-122.15625
1101,44.65625,-122.09375
1102,44.65625,-122.03125
1103,44.65625,-121.96875
1104,44.65625,-121.90625
1105,44.65625,-121.84375
1106,44.65625,-121.78125
1107,44.65625,-121.71875
1108,44.65625,-121.65625
1109,44.71875,-122.46875
1110,44.71875,-122.34375
1111,44.71875,-122.28125
1112,44.71875,-122.21875
1113,44.71875,-122.15625
1114,44.71875,-122.09375
1115,44.71875,-122.03125
1116,44.71875,-121.96875
1117,44.71875,-121.90625
1118,44.71875,-121.84375
1119,44.71875,-121.78125
1120,44.71875,-121.71875
1121,44.71875,-121.65625
1122,44.71875,-121.59375
1123,44.71875,-121.53125
1124,44.78125,-122.34375
1125,44.78125,-122.28125
1126,44.78125,-122.21875
1127,44.78125,-122.15625
1128,44.78125,-122.09375
1129,44.78125,-122.03125
1130,44.78125,-121.96875
1131,44.78125,-121.90625
1132,44.78125,-121.84375
1133,44.78125,-121.78125
1134,44.78125,-121.71875
1135,44.78125,-121.65625
1136,44.78125,-121.59375
1137,44.84375,-122.53125
1138,44.84375,-122.46875
1139,44.84375,-122.40625
1140,44.84375,-122.34375
1141,44.84375,-122.28125
1142,44.84375,-122.21875
1143,44.84375,-122.15625
1144,44.84375,-122.09375
1145,44.84375,-122.03125
1146,44.84375,-121.96875
1147,44.84375,-121.90625
1148,44.84375,-121.84375
1149,44.84375,-121.78125
1150,44.84375,-121.71875
1151,44.84375,-121.65625
1152,44.84375,-121.59375
1153,44.90625,-122.46875
1154,44.90625,-122.40625
1155,44.90625,-122.34375
1156,44.90625,-122.28125
1157,44.90625,-122.21875
1158,44.90625,-122.15625
1159,44.90625,-122.09375
1160,44.90625,-122.03125
1161,44.90625,-121.96875
1162,44.90625,-121.90625
1163,44.90625,-121.84375
1164,44.90625,-121.78125
1165,44.90625,-121.71875
1166,44.90625,-121.65625
1167,44.90625,-121.59375
1168,44.96875,-122.40625
1169,44.96875,-122.34375
1170,44.96875,-122.28125
1171,44.96875,-122.21875
1172,44.96875,-122.15625
1173,44.96875,-122.09375
1174,44.96875,-122.03125
1175,44.96875,-121.96875
1176,44.96875,-121.90625
1177,44.96875,-121.84375
1178,44.96875,-121.78125
1179,44.96875,-121.71875
1180,44.96875,-121.65625
1181,45.03125,-122.40625
1182,45.03125,-122.34375
1183,45.03125,-122.28125
1184,45.03125,-122.21875
1185,45.03125,-122.15625
1186,45.03125,-122.09375
1187,45.03125,-122.03125
1188,45.03125,-121.96875
1189,45.03125,-121.90625
1190,45.03125,-121.84375
1191,45.03125,-121.78125
1192,45.03125,-121.71875
1193,45.03125,-121.65625
1194,45.03125,-121.59375
1195,45.09375,-122.34375
1196,45.09375,-122.28125
1197,45.09375,-122.21875
1198,45.09375,-122.15625
1199,45.09375,-122.09375
1200,45.09375,-122.03125
1201,45.09375,-121.96875
1202,45.09375,-121.90625
1203,45.09375,-121.84375
1204,45.09375,-121.78125
1205,45.09375,-121.71875
1206,45.09375,-121.65625
1207,45.09375,-121.59375
1208,45.09375,-121.53125
1209,45.15625,-122.34375
1210,45.15625,-122.28125
1211,45.15625,-122.21875
1212,45.15625,-122.15625
1213,45.15625,-122.09375
1214,45.15625,-122.03125
1215,45.15625,-121.96875
1216,45.15625,-121.90625
1217,45.15625,-121.84375
1218,45.15625,-121.78125
1219,45.15625,-121.71875
1220,45.15625,-121.65625
1221,45.15625,-121.59375
1222,45.15625,-121.53125
1223,45.15625,-121.46875
1224,45.21875,-122.15625
1225,45.21875,-122.09375
1226,45.21875,-122.03125
1227,45.21875,-121.96875
1228,45.21875,-121.90625
1229,45.21875,-121.84375
1230,45.21875,-121.78125
1231,45.21875,-121.71875
1232,45.21875,-121.65625
1233,45.21875,-121.59375
1234,45.21875,-121.53125
1235,45.21875,-121.46875
1236,45.28125,-122.09375
1237,45.28125,-122.03125
1238,45.28125,-121.96875
1239,45.28125,-121.90625
1240,45.28125,-121.84375
1241,45.28125,-121.78125
1242,45.28125,-121.71875
1243,45.28125,-121.65625
1244,45.28125,-121.59375
1245,45.28125,-121.53125
1246,45.28125,-121.46875
1247,45.28125,-121.40625
1248,45.34375,-122.09375
1249,45.34375,-122.03125
1250,45.34375,-121.96875
1251,45.34375,-121.90625
1252,45.34375,-121.84375
1253,45.34375,-121.78125
1254,45.34375,-121.71875
1255,45.34375,-121.65625
1256,45.34375,-121.59375
1257,45.34375,-121.53125
1258,45.34375,-121.46875
1259,45.34375,-121.40625
1260,45.40625,-122.03125
1261,45.40625,-121.96875
1262,45.40625,-121.90625
1263,45.40625,-121.84375
1264,45.40625,-121.78125
1265,45.40625,-121.71875
1266,45.40625,-121.65625
1267,45.40625,-121.59375
1268,45.40625,-121.53125
1269,45.40625,-121.46875
1270,45.40625,-121.40625
1271,45.46875,-122.03125
1272,45.46875,-121.96875
1273,45.46875,-121.90625
1274,45.46875,-121.84375
1275,45.46875,-121.78125
1276,45.46875,-121.71875
1277,45.46875,-121.65625
1278,45.46875,-121.59375
1279,45.46875,-121.53125
1280,45.46875,-121.46875
1281,45.46875,-121.40625
1282,45.53125,-122.15625
1283,45.53125,-122.09375
1284,45.53125,-122.03125
1285,45.53125,-121.96875
1286,45.53125,-121.90625
1287,45.53125,-121.84375
1288,45.53125,-121.78125
1289,45.53125,-121.71875
1290,45.53125,-121.65625
1291,45.53125,-121.53125
1292,45.53125,-121.46875
1293,45.53125,-121.40625
1294,45.59375,-122.03125
1295,45.59375,-121.96875
1296,45.59375,-121.90625
1297,45.59375,-121.84375
1298,45.59375,-121.78125
1299,45.59375,-121.71875
1300,45.59375,-121.65625
1301,45.59375,-121.59375
1302,45.59375,-121.46875
1303,45.65625,-122.21875
1304,45.65625,-122.15625
1305,45.65625,-122.09375
1306,45.65625,-122.03125
1307,45.65625,-121.84375
1308,45.65625,-121.78125
1309,45.65625,-121.71875
1310,45.65625,-121.65625
1311,45.65625,-121.46875
1312,45.71875,-122.34375
1313,45.71875,-122.28125
1314,45.71875,-122.21875
1315,45.71875,-122.15625
1316,45.71875,-122.09375
1317,45.71875,-122.03125
1318,45.71875,-121.96875
1319,45.71875,-121.90625
1320,45.71875,-121.71875
1321,45.78125,-122.28125
1322,45.78125,-122.21875
1323,45.78125,-122.15625
1324,45.78125,-122.09375
1325,45.78125,-122.03125
1326,45.78125,-121.96875
1327,45.78125,-121.90625
1328,45.78125,-121.84375
1329,45.78125,-121.78125
1330,45.78125,-121.71875
1331,45.78125,-121.65625
1332,45.78125,-121.59375
1333,45.84375,-122.34375
1334,45.84375,-122.28125
1335,45.84375,-122.21875
1336,45.84375,-122.15625
1337,45.84375,-122.09375
1338,45.84375,-122.03125
1339,45.84375,-121.96875
1340,45.84375,-121.90625
1341,45.84375,-121.84375
1342,45.84375,-121.78125
1343,45.84375,-121.71875
1344,45.84375,-121.65625
1345,45.84375,-121.59375
1346,45.84375,-121.53125
1347,45.84375,-121.34375
1348,45.84375,-121.28125
1349,45.90625,-122.34375
1350,45.90625,-122.28125
1351,45.90625,-122.21875
1352,45.90625,-122.15625
1353,45.90625,-122.09375
1354,45.90625,-122.03125
1355,45.90625,-121.96875
1356,45.90625,-121.90625
1357,45.90625,-121.84375
1358,45.90625,-121.78125
1359,45.90625,-121.71875
1360,45.90625,-121.65625
1361,45.90625,-121.59375
1362,45.90625,-121.53125
1363,45.90625,-121.46875
1364,45.90625,-121.40625
1365,45.90625,-121.34375
1366,45.90625,-121.28125
1367,45.90625,-121.21875
1368,45.90625,-121.15625
1369,45.96875,-122.28125
1370,45.96875,-122.21875
1371,45.96875,-122.15625
1372,45.96875,-122.09375
1373,45.96875,-122.03125
1374,45.96875,-121.96875
1375,45.96875,-121.90625
1376,45.96875,-121.84375
1377,45.96875,-121.78125
1378,45.96875,-121.71875
1379,45.96875,-121.65625
1380,45.96875,-121.59375
1381,45.96875,-121.53125
1382,45.96875,-121.46875
1383,45.96875,-121.40625
1384,45.96875,-121.28125
1385,45.96875,-121.21875
1386,45.96875,-121.15625
1387,45.96875,-121.09375
1388,45.96875,-121.03125
1389,46.03125,-122.59375
1390,46.03125,-122.46875
1391,46.03125,-122.40625
1392,46.03125,-122.34375
1393,46.03125,-122.28125
1394,46.03125,-122.21875
1395,46.03125,-122.15625
1396,46.03125,-122.09375
1397,46.03125,-122.03125
1398,46.03125,-121.96875
1399,46.03125,-121.90625
1400,46.03125,-121.84375
1401,46.03125,-121.78125
1402,46.03125,-121.71875
1403,46.03125,-121.65625
1404,46.03125,-121.59375
1405,46.03125,-121.53125
1406,46.03125,-121.46875
1407,46.03125,-121.40625
1408,46.03125,-121.34375
1409,46.03125,-121.28125
1410,46.03125,-121.21875
1411,46.03125,-121.15625
1412,46.03125,-121.09375
1413,46.03125,-121.03125
1414,46.03125,-120.96875
1415,46.03125,-120.90625
1416,46.03125,-120.84375
1417,46.03125,-120.78125
1418,46.03125,-120.71875
1419,46.03125,-120.65625
1420,46.03125,-120.53125
1421,46.03125,-120.46875
1422,46.09375,-122.53125
1423,46.09375,-122.46875
1424,46.09375,-122.40625
1425,46.09375,-122.34375
1426,46.09375,-122.28125
1427,46.09375,-122.21875
1428,46.09375,-122.15625
1429,46.09375,-122.09375
1430,46.09375,-122.03125
1431,46.09375,-121.96875
1432,46.09375,-121.90625
1433,46.09375,-121.84375
1434,46.09375,-121.78125
1435,46.09375,-121.71875
1436,46.09375,-121.65625
1437,46.09375,-121.59375
1438,46.09375,-121.53125
1439,46.09375,-121.46875
1440,46.09375,-121.40625
1441,46.09375,-121.34375
1442,46.09375,-121.28125
1443,46.09375,-121.21875
1444,46.09375,-121.15625
1445,46.09375,-121.09375
1446,46.09375,-121.03125
1447,46.09375,-120.96875
1448,46.09375,-120.90625
1449,46.09375,-120.84375
1450,46.09375,-120.78125
1451,46.09375,-120.71875
1452,46.15625,-122.53125
1453,46.15625,-122.46875
1454,46.15625,-122.40625
1455,46.15625,-122.34375
1456,46.15625,-122.28125
1457,46.15625,-122.21875
1458,46.15625,-122.15625
1459,46.15625,-122.09375
1460,46.15625,-122.03125
1461,46.15625,-121.96875
1462,46.15625,-121.90625
1463,46.15625,-121.84375
1464,46.15625,-121.78125
1465,46.15625,-121.71875
1466,46.15625,-121.65625
1467,46.15625,-121.59375
1468,46.15625,-121.53125
1469,46.15625,-121.46875
1470,46.15625,-121.40625
1471,46.15625,-121.34375
1472,46.15625,-121.28125
1473,46.15625,-121.21875
1474,46.15625,-121.15625
1475,46.15625,-121.09375
1476,46.15625,-121.03125
1477,46.15625,-120.96875
1478,46.15625,-120.90625
1479,46.15625,-120.84375
1480,46.15625,-120.78125
1481,46.21875,-122.59375
1482,46.21875,-122.53125
1483,46.21875,-122.46875
1484,46.21875,-122.40625
1485,46.21875,-122.34375
1486,46.21875,-122.28125
1487,46.21875,-122.21875
1488,46.21875,-122.15625
1489,46.21875,-122.09375
1490,46.21875,-122.03125
1491,46.21875,-121.96875
1492,46.21875,-121.90625
1493,46.21875,-121.84375
1494,46.21875,-121.78125
1495,46.21875,-121.71875
1496,46.21875,-121.65625
1497,46.21875,-121.59375
1498,46.21875,-121.53125
1499,46.21875,-121.46875
1500,46.21875,-121.40625
1501,46.21875,-121.34375
1502,46.21875,-121.28125
1503,46.21875,-121.21875
1504,46.21875,-121.15625
1505,46.21875,-121.09375
1506,46.21875,-121.03125
1507,46.21875,-120.96875
1508,46.21875,-120.90625
1509,46.21875,-120.84375
1510,46.21875,-120.78125
1511,46.28125,-122.53125
1512,46.28125,-122.46875
1513,46.28125,-122.40625
1514,46.28125,-122.34375
1515,46.28125,-122.28125
1516,46.28125,-122.21875
1517,46.28125,-122.15625
1518,46.28125,-122.09375
1519,46.28125,-122.03125
1520,46.28125,-121.96875
1521,46.28125,-121.90625
1522,46.28125,-121.84375
1523,46.28125,-121.78125
1524,46.28125,-121.71875
1525,46.28125,-121.65625
1526,46.28125,-121.59375
1527,46.28125,-121.53125
1528,46.28125,-121.46875
1529,46.28125,-121.40625
1530,46.28125,-121.34375
1531,46.28125,-121.28125
1532,46.28125,-121.21875
1533,46.28125,-121.15625
1534,46.28125,-121.09375
1535,46.28125,-121.03125
1536,46.28125,-120.96875
1537,46.28125,-120.90625
1538,46.34375,-122.59375
1539,46.34375,-122.40625
1540,46.34375,-122.34375
1541,46.34375,-122.28125
1542,46.34375,-122.21875
1543,46.34375,-122.15625
1544,46.34375,-122.09375
1545,46.34375,-122.03125
1546,46.34375,-121.96875
1547,46.34375,-121.90625
1548,46.34375,-121.84375
1549,46.34375,-121.78125
1550,46.34375,-121.71875
1551,46.34375,-121.65625
1552,46.34375,-121.59375
1553,46.34375,-121.53125
1554,46.34375,-121.46875
1555,46.34375,-121.40625
1556,46.34375,-121.34375
1557,46.34375,-121.28125
1558,46.34375,-121.21875
1559,46.34375,-121.15625
1560,46.34375,-121.09375
1561,46.34375,-121.03125
1562,46.34375,-120.96875
1563,46.40625,-122.40625
1564,46.40625,-122.34375
1565,46.40625,-122.28125
1566,46.40625,-122.21875
1567,46.40625,-122.15625
1568,46.40625,-122.09375
1569,46.40625,-122.03125
1570,46.40625,-121.96875
1571,46.40625,-121.90625
1572,46.40625,-121.84375
1573,46.40625,-121.78125
1574,46.40625,-121.71875
1575,46.40625,-121.65625
1576,46.40625,-121.59375
1577,46.40625,-121.53125
1578,46.40625,-121.46875
1579,46.40625,-121.40625
1580,46.40625,-121.34375
1581,46.40625,-121.28125
1582,46.40625,-121.21875
1583,46.40625,-121.15625
1584,46.40625,-121.09375
1585,46.40625,-121.03125
1586,46.40625,-120.96875
1587,46.46875,-122.34375
1588,46.46875,-122.15625
1589,46.46875,-121.84375
1590,46.46875,-121.78125
1591,46.46875,-121.71875
1592,46.46875,-121.65625
1593,46.46875,-121.59375
1594,46.46875,-121.53125
1595,46.46875,-121.46875
1596,46.46875,-121.40625
1597,46.46875,-121.34375
1598,46.46875,-121.28125
1599,46.46875,-121.21875
1600,46.46875,-121.15625
1601,46.46875,-121.09375
1602,46.46875,-121.03125
1603,46.46875,-120.96875
1604,46.53125,-122.28125
1605,46.53125,-122.21875
1606,46.53125,-122.15625
1607,46.53125,-121.84375
1608,46.53125,-121.78125
1609,46.53125,-121.71875
1610,46.53125,-121.65625
1611,46.53125,-121.59375
1612,46.53125,-121.53125
1613,46.53125,-121.46875
1614,46.53125,-121.40625
1615,46.53125,-121.34375
1616,46.53125,-121.28125
1617,46.53125,-121.21875
1618,46.53125,-121.15625
1619,46.53125,-121.09375
1620,46.53125,-121.03125
1621,46.53125,-120.96875
1622,46.53125,-120.90625
1623,46.59375,-122.40625
1624,46.59375,-122.34375
1625,46.59375,-122.28125
1626,46.59375,-122.21875
1627,46.59375,-122.15625
1628,46.59375,-122.09375
1629,46.59375,-122.03125
1630,46.59375,-121.96875
1631,46.59375,-121.90625
1632,46.59375,-121.84375
1633,46.59375,-121.78125
1634,46.59375,-121.71875
1635,46.59375,-121.65625
1636,46.59375,-121.59375
1637,46.59375,-121.53125
1638,46.59375,-121.46875
1639,46.59375,-121.40625
1640,46.59375,-121.34375
1641,46.59375,-121.28125
1642,46.59375,-121.21875
1643,46.59375,-121.15625
1644,46.59375,-121.09375
1645,46.59375,-121.03125
1646,46.59375,-120.96875
1647,46.59375,-120.90625
1648,46.65625,-122.53125
1649,46.65625,-122.46875
1650,46.65625,-122.40625
1651,46.65625,-122.34375
1652,46.65625,-122.28125
1653,46.65625,-122.21875
1654,46.65625,-122.15625
1655,46.65625,-122.09375
1656,46.65625,-122.03125
1657,46.65625,-121.96875
1658,46.65625,-121.90625
1659,46.65625,-121.84375
1660,46.65625,-121.78125
1661,46.65625,-121.71875
1662,46.65625,-121.65625
1663,46.65625,-121.59375
1664,46.65625,-121.53125
1665,46.65625,-121.46875
1666,46.65625,-121.40625
1667,46.65625,-121.34375
1668,46.65625,-121.28125
1669,46.65625,-121.21875
1670,46.65625,-121.15625
1671,46.65625,-121.09375
1672,46.65625,-121.03125
1673,46.65625,-120.96875
1674,46.65625,-120.90625
1675,46.71875,-122.59375
1676,46.71875,-122.53125
1677,46.71875,-122.46875
1678,46.71875,-122.40625
1679,46.71875,-122.34375
1680,46.71875,-122.28125
1681,46.71875,-122.09375
1682,46.71875,-122.03125
1683,46.71875,-121.96875
1684,46.71875,-121.90625
1685,46.71875,-121.84375
1686,46.71875,-121.78125
1687,46.71875,-121.71875
1688,46.71875,-121.65625
1689,46.71875,-121.59375
1690,46.71875,-121.53125
1691,46.71875,-121.46875
1692,46.71875,-121.40625
1693,46.71875,-121.34375
1694,46.71875,-121.28125
1695,46.71875,-121.21875
1696,46.71875,-121.15625
1697,46.71875,-121.09375
1698,46.71875,-121.03125
1699,46.71875,-120.96875
1700,46.71875,-120.90625
1701,46.78125,-122.15625
1702,46.78125,-122.09375
1703,46.78125,-122.03125
1704,46.78125,-121.96875
1705,46.78125,-121.90625
1706,46.78125,-121.84375
1707,46.78125,-121.78125
1708,46.78125,-121.71875
1709,46.78125,-121.65625
1710,46.78125,-121.59375
1711,46.78125,-121.53125
1712,46.78125,-121.46875
1713,46.78125,-121.40625
1714,46.78125,-121.34375
1715,46.78125,-121.28125
1716,46.78125,-121.21875
1717,46.78125,-121.15625
1718,46.78125,-121.09375
1719,46.78125,-121.03125
1720,46.78125,-120.96875
1721,46.78125,-120.90625
1722,46.78125,-120.84375
1723,46.78125,-120.78125
1724,46.78125,-120.71875
1725,46.84375,-122.09375
1726,46.84375,-122.03125
1727,46.84375,-121.96875
1728,46.84375,-121.90625
1729,46.84375,-121.84375
1730,46.84375,-121.78125
1731,46.84375,-121.71875
1732,46.84375,-121.65625
1733,46.84375,-121.59375
1734,46.84375,-121.53125
1735,46.84375,-121.46875
1736,46.84375,-121.40625
1737,46.84375,-121.34375
1738,46.84375,-121.28125
1739,46.84375,-121.21875
1740,46.84375,-121.15625
1741,46.84375,-121.09375
1742,46.84375,-121.03125
1743,46.84375,-120.96875
1744,46.84375,-120.90625
1745,46.84375,-120.84375
1746,46.84375,-120.78125
1747,46.84375,-120.65625
1748,46.84375,-120.59375
1749,46.84375,-120.53125
1750,46.90625,-122.15625
1751,46.90625,-122.09375
1752,46.90625,-122.03125
1753,46.90625,-121.96875
1754,46.90625,-121.90625
1755,46.90625,-121.84375
1756,46.90625,-121.78125
1757,46.90625,-121.71875
1758,46.90625,-121.65625
1759,46.90625,-121.59375
1760,46.90625,-121.53125
1761,46.90625,-121.46875
1762,46.90625,-121.40625
1763,46.90625,-121.34375
1764,46.90625,-121.28125
1765,46.90625,-121.21875
1766,46.90625,-121.15625
1767,46.90625,-121.09375
1768,46.90625,-121.03125
1769,46.90625,-120.96875
1770,46.90625,-120.90625
1771,46.90625,-120.84375
1772,46.90625,-120.78125
1773,46.90625,-120.71875
1774,46.90625,-120.65625
1775,46.96875,-122.03125
1776,46.96875,-121.96875
1777,46.96875,-121.90625
1778,46.96875,-121.84375
1779,46.96875,-121.78125
1780,46.96875,-121.71875
1781,46.96875,-121.65625
1782,46.96875,-121.59375
1783,46.96875,-121.53125
1784,46.96875,-121.46875
1785,46.96875,-121.40625
1786,46.96875,-121.34375
1787,46.96875,-121.28125
1788,46.96875,-121.21875
1789,46.96875,-121.15625
1790,46.96875,-121.09375
1791,46.96875,-121.03125
1792,46.96875,-120.96875
1793,46.96875,-120.90625
1794,46.96875,-120.84375
1795,46.96875,-120.78125
1796,46.96875,-120.71875
1797,47.03125,-121.96875
1798,47.03125,-121.90625
1799,47.03125,-121.84375
1800,47.03125,-121.78125
1801,47.03125,-121.71875
1802,47.03125,-121.65625
1803,47.03125,-121.59375
1804,47.03125,-121.53125
1805,47.03125,-121.46875
1806,47.03125,-121.40625
1807,47.03125,-121.34375
1808,47.03125,-121.28125
1809,47.03125,-121.21875
1810,47.03125,-121.15625
1811,47.03125,-121.09375
1812,47.03125,-121.03125
1813,47.03125,-120.96875
1814,47.03125,-120.90625
1815,47.03125,-120.84375
1816,47.03125,-120.78125
1817,47.03125,-120.71875
1818,47.03125,-120.21875
1819,47.09375,-121.90625
1820,47.09375,-121.84375
1821,47.09375,-121.78125
1822,47.09375,-121.71875
1823,47.09375,-121.65625
1824,47.09375,-121.59375
1825,47.09375,-121.53125
1826,47.09375,-121.46875
1827,47.09375,-121.40625
1828,47.09375,-121.34375
1829,47.09375,-121.28125
1830,47.09375,-121.21875
1831,47.09375,-121.15625
1832,47.09375,-121.09375
1833,47.09375,-121.03125
1834,47.09375,-120.96875
1835,47.09375,-120.90625
1836,47.09375,-120.84375
1837,47.09375,-120.78125
1838,47.09375,-120.34375
1839,47.09375,-120.28125
1840,47.09375,-120.21875
1841,47.15625,-121.78125
1842,47.15625,-121.71875
1843,47.15625,-121.65625
1844,47.15625,-121.59375
1845,47.15625,-121.53125
1846,47.15625,-121.46875
1847,47.15625,-121.40625
1848,47.15625,-121.34375
1849,47.15625,-121.28125
1850,47.15625,-121.21875
1851,47.15625,-121.15625
1852,47.15625,-121.09375
1853,47.15625,-121.03125
1854,47.15625,-120.96875
1855,47.15625,-120.90625
1856,47.15625,-120.84375
1857,47.15625,-120.78125
1858,47.15625,-120.71875
1859,47.15625,-120.65625
1860,47.15625,-120.59375
1861,47.15625,-120.53125
1862,47.15625,-120.46875
1863,47.15625,-120.40625
1864,47.15625,-120.34375
1865,47.15625,-120.28125
1866,47.15625,-120.21875
1867,47.21875,-121.84375
1868,47.21875,-121.78125
1869,47.21875,-121.71875
1870,47.21875,-121.65625
1871,47.21875,-121.59375
1872,47.21875,-121.53125
1873,47.21875,-121.46875
1874,47.21875,-121.40625
1875,47.21875,-121.34375
1876,47.21875,-121.28125
1877,47.21875,-121.21875
1878,47.21875,-121.15625
1879,47.21875,-121.09375
