,lat_lowercolorado,lon_lowercolorado
1934,32.90625,-112.78125
1935,32.90625,-112.71875
1936,32.90625,-112.65625
1937,32.90625,-112.59375
1938,32.90625,-112.53125
1939,32.90625,-112.46875
1940,32.90625,-112.40625
1941,32.90625,-112.34375
1942,32.90625,-112.28125
1943,32.90625,-112.21875
1944,32.90625,-112.15625
1945,32.90625,-112.09375
1946,32.90625,-112.03125
1947,32.90625,-111.96875
1948,32.90625,-111.90625
1949,32.90625,-111.84375
1950,32.90625,-111.78125
1951,32.90625,-111.71875
1952,32.90625,-111.65625
1953,32.90625,-111.59375
1954,32.90625,-111.53125
1955,32.90625,-111.46875
1956,32.90625,-111.40625
1957,32.90625,-111.34375
1958,32.90625,-111.28125
1959,32.90625,-111.21875
1960,32.90625,-111.15625
1961,32.90625,-111.09375
1962,32.90625,-111.03125
1963,32.90625,-110.96875
1964,32.90625,-110.90625
1965,32.90625,-110.84375
1966,32.90625,-110.78125
1967,32.90625,-110.71875
1968,32.90625,-110.65625
1969,32.90625,-110.59375
1970,32.90625,-110.53125
1971,32.90625,-110.46875
1972,32.90625,-110.40625
1973,32.90625,-110.34375
1974,32.90625,-110.28125
1975,32.90625,-110.21875
1976,32.90625,-110.15625
1977,32.90625,-110.09375
1978,32.90625,-110.03125
1979,32.90625,-109.96875
1980,32.90625,-109.90625
1981,32.90625,-109.84375
1982,32.90625,-109.78125
1983,32.90625,-109.71875
1984,32.90625,-109.65625
1985,32.90625,-109.59375
1986,32.90625,-109.53125
1987,32.90625,-109.46875
1988,32.90625,-109.40625
1989,32.90625,-109.34375
1990,32.90625,-109.28125
1991,32.90625,-109.21875
1992,32.90625,-109.15625
1993,32.90625,-109.09375
1994,32.90625,-109.03125
1995,32.90625,-108.96875
1996,32.90625,-108.90625
1997,32.90625,-108.84375
1998,32.90625,-108.78125
1999,32.90625,-108.71875
2000,32.90625,-108.65625
2001,32.90625,-108.59375
2002,32.90625,-108.53125
2003,32.90625,-108.46875
2004,32.90625,-108.40625
2005,32.90625,-108.34375
2006,32.90625,-108.28125
2007,32.90625,-108.21875
2008,32.96875,-114.65625
2009,32.96875,-114.59375
2010,32.96875,-114.53125
2011,32.96875,-114.46875
2012,32.96875,-114.40625
2013,32.96875,-114.34375
2014,32.96875,-114.28125
2015,32.96875,-114.21875
2016,32.96875,-114.15625
2017,32.96875,-114.09375
2018,32.96875,-114.03125
2019,32.96875,-113.96875
2020,32.96875,-113.90625
2021,32.96875,-113.84375
2022,32.96875,-113.78125
2023,32.96875,-113.71875
2024,32.96875,-113.65625
2025,32.96875,-113.59375
2026,32.96875,-113.53125
2027,32.96875,-113.46875
2028,32.96875,-113.40625
2029,32.96875,-113.34375
2030,32.96875,-113.28125
2031,32.96875,-113.21875
2032,32.96875,-113.15625
2033,32.96875,-113.09375
2034,32.96875,-113.03125
2035,32.96875,-112.96875
2036,32.96875,-112.90625
2037,32.96875,-112.84375
2038,32.96875,-112.78125
2039,32.96875,-112.71875
2040,32.96875,-112.65625
2041,32.96875,-112.59375
2042,32.96875,-112.53125
2043,32.96875,-112.46875
2044,32.96875,-112.40625
2045,32.96875,-112.34375
2046,32.96875,-112.28125
2047,32.96875,-112.21875
2048,32.96875,-112.15625
2049,32.96875,-112.09375
2050,32.96875,-112.03125
2051,32.96875,-111.96875
2052,32.96875,-111.90625
2053,32.96875,-111.84375
2054,32.96875,-111.78125
2055,32.96875,-111.71875
2056,32.96875,-111.65625
2057,32.96875,-111.59375
2058,32.96875,-111.53125
2059,32.96875,-111.46875
2060,32.96875,-111.40625
2061,32.96875,-111.34375
2062,32.96875,-111.28125
2063,32.96875,-111.21875
2064,32.96875,-111.15625
2065,32.96875,-111.09375
2066,32.96875,-111.03125
2067,32.96875,-110.96875
2068,32.96875,-110.90625
2069,32.96875,-110.84375
2070,32.96875,-110.78125
2071,32.96875,-110.71875
2072,32.96875,-110.65625
2073,32.96875,-110.59375
2074,32.96875,-110.53125
2075,32.96875,-110.46875
2076,32.96875,-110.40625
2077,32.96875,-110.34375
2078,32.96875,-110.28125
2079,32.96875,-110.21875
2080,32.96875,-110.15625
2081,32.96875,-110.09375
2082,32.96875,-110.03125
2083,32.96875,-109.96875
2084,32.96875,-109.90625
2085,32.96875,-109.84375
2086,32.96875,-109.78125
2087,32.96875,-109.71875
2088,32.96875,-109.65625
2089,32.96875,-109.59375
2090,32.96875,-109.53125
2091,32.96875,-109.46875
2092,32.96875,-109.40625
2093,32.96875,-109.34375
2094,32.96875,-109.28125
2095,32.96875,-109.21875
2096,32.96875,-109.15625
2097,32.96875,-109.09375
2098,32.96875,-109.03125
2099,32.96875,-108.96875
2100,32.96875,-108.90625
2101,32.96875,-108.84375
2102,32.96875,-108.78125
2103,32.96875,-108.71875
2104,32.96875,-108.65625
2105,32.96875,-108.59375
2106,32.96875,-108.53125
2107,32.96875,-108.46875
2108,32.96875,-108.40625
2109,32.96875,-108.34375
2110,32.96875,-108.28125
2111,32.96875,-108.21875
2112,32.96875,-108.15625
2113,32.96875,-108.09375
2114,33.03125,-114.78125
2115,33.03125,-114.71875
2116,33.03125,-114.65625
2117,33.03125,-114.59375
2118,33.03125,-114.53125
2119,33.03125,-114.46875
2120,33.03125,-114.40625
2121,33.03125,-114.34375
2122,33.03125,-114.28125
2123,33.03125,-114.21875
2124,33.03125,-114.15625
2125,33.03125,-114.09375
2126,33.03125,-114.03125
2127,33.03125,-113.96875
2128,33.03125,-113.90625
2129,33.03125,-113.84375
2130,33.03125,-113.78125
2131,33.03125,-113.71875
2132,33.03125,-113.65625
2133,33.03125,-113.59375
2134,33.03125,-113.53125
2135,33.03125,-113.46875
2136,33.03125,-113.40625
2137,33.03125,-113.34375
2138,33.03125,-113.28125
2139,33.03125,-113.21875
2140,33.03125,-113.15625
2141,33.03125,-113.09375
2142,33.03125,-113.03125
2143,33.03125,-112.96875
2144,33.03125,-112.90625
2145,33.03125,-112.84375
2146,33.03125,-112.78125
2147,33.03125,-112.71875
2148,33.03125,-112.65625
2149,33.03125,-112.59375
2150,33.03125,-112.53125
2151,33.03125,-112.46875
2152,33.03125,-112.40625
2153,33.03125,-112.34375
2154,33.03125,-112.28125
2155,33.03125,-112.21875
2156,33.03125,-112.15625
2157,33.03125,-112.09375
2158,33.03125,-112.03125
2159,33.03125,-111.96875
2160,33.03125,-111.90625
2161,33.03125,-111.84375
2162,33.03125,-111.78125
2163,33.03125,-111.71875
2164,33.03125,-111.65625
2165,33.03125,-111.59375
2166,33.03125,-111.53125
2167,33.03125,-111.46875
2168,33.03125,-111.40625
2169,33.03125,-111.34375
2170,33.03125,-111.28125
2171,33.03125,-111.21875
2172,33.03125,-111.15625
2173,33.03125,-111.09375
2174,33.03125,-111.03125
2175,33.03125,-110.96875
2176,33.03125,-110.90625
2177,33.03125,-110.84375
2178,33.03125,-110.78125
2179,33.03125,-110.71875
2180,33.03125,-110.65625
2181,33.03125,-110.59375
2182,33.03125,-110.53125
2183,33.03125,-110.46875
2184,33.03125,-110.40625
2185,33.03125,-110.34375
2186,33.03125,-110.28125
2187,33.03125,-110.21875
2188,33.03125,-110.15625
2189,33.03125,-110.09375
2190,33.03125,-110.03125
2191,33.03125,-109.96875
2192,33.03125,-109.90625
2193,33.03125,-109.84375
2194,33.03125,-109.78125
2195,33.03125,-109.71875
2196,33.03125,-109.65625
2197,33.03125,-109.59375
2198,33.03125,-109.53125
2199,33.03125,-109.46875
2200,33.03125,-109.40625
2201,33.03125,-109.34375
2202,33.03125,-109.28125
2203,33.03125,-109.21875
2204,33.03125,-109.15625
2205,33.03125,-109.09375
2206,33.03125,-109.03125
2207,33.03125,-108.96875
2208,33.03125,-108.90625
2209,33.03125,-108.84375
2210,33.03125,-108.78125
2211,33.03125,-108.71875
2212,33.03125,-108.65625
2213,33.03125,-108.59375
2214,33.03125,-108.53125
2215,33.03125,-108.46875
2216,33.03125,-108.40625
2217,33.03125,-108.34375
2218,33.03125,-108.28125
2219,33.03125,-108.21875
2220,33.03125,-108.15625
2221,33.03125,-108.09375
2222,33.03125,-108.03125
2223,33.09375,-114.78125
2224,33.09375,-114.71875
2225,33.09375,-114.65625
2226,33.09375,-114.59375
2227,33.09375,-114.53125
2228,33.09375,-114.46875
2229,33.09375,-114.40625
2230,33.09375,-114.34375
2231,33.09375,-114.28125
2232,33.09375,-114.21875
2233,33.09375,-114.15625
2234,33.09375,-114.09375
2235,33.09375,-114.03125
2236,33.09375,-113.96875
2237,33.09375,-113.90625
2238,33.09375,-113.84375
2239,33.09375,-113.78125
2240,33.09375,-113.71875
2241,33.09375,-113.65625
2242,33.09375,-113.59375
2243,33.09375,-113.53125
2244,33.09375,-113.46875
2245,33.09375,-113.40625
2246,33.09375,-113.34375
2247,33.09375,-113.28125
2248,33.09375,-113.21875
2249,33.09375,-113.15625
2250,33.09375,-113.09375
2251,33.09375,-113.03125
2252,33.09375,-112.96875
2253,33.09375,-112.90625
2254,33.09375,-112.84375
2255,33.09375,-112.78125
2256,33.09375,-112.71875
2257,33.09375,-112.65625
2258,33.09375,-112.59375
2259,33.09375,-112.53125
2260,33.09375,-112.46875
2261,33.09375,-112.40625
2262,33.09375,-112.34375
2263,33.09375,-112.28125
2264,33.09375,-112.21875
2265,33.09375,-112.15625
2266,33.09375,-112.09375
2267,33.09375,-112.03125
2268,33.09375,-111.96875
2269,33.09375,-111.90625
2270,33.09375,-111.84375
2271,33.09375,-111.78125
2272,33.09375,-111.71875
2273,33.09375,-111.65625
2274,33.09375,-111.59375
2275,33.09375,-111.53125
2276,33.09375,-111.46875
2277,33.09375,-111.40625
2278,33.09375,-111.34375
2279,33.09375,-111.28125
2280,33.09375,-111.21875
2281,33.09375,-111.15625
2282,33.09375,-111.09375
2283,33.09375,-111.03125
2284,33.09375,-110.96875
2285,33.09375,-110.90625
2286,33.09375,-110.84375
2287,33.09375,-110.78125
2288,33.09375,-110.71875
2289,33.09375,-110.65625
2290,33.09375,-110.59375
2291,33.09375,-110.53125
2292,33.09375,-110.46875
2293,33.09375,-110.40625
2294,33.09375,-110.34375
2295,33.09375,-110.28125
2296,33.09375,-110.21875
2297,33.09375,-110.15625
2298,33.09375,-110.09375
2299,33.09375,-110.03125
2300,33.09375,-109.96875
2301,33.09375,-109.90625
2302,33.09375,-109.84375
2303,33.09375,-109.78125
2304,33.09375,-109.71875
2305,33.09375,-109.65625
2306,33.09375,-109.59375
2307,33.09375,-109.53125
2308,33.09375,-109.46875
2309,33.09375,-109.40625
2310,33.09375,-109.34375
2311,33.09375,-109.28125
2312,33.09375,-109.21875
2313,33.09375,-109.15625
2314,33.09375,-109.09375
2315,33.09375,-109.03125
2316,33.09375,-108.96875
2317,33.09375,-108.90625
2318,33.09375,-108.84375
2319,33.09375,-108.78125
2320,33.09375,-108.71875
2321,33.09375,-108.65625
2322,33.09375,-108.59375
2323,33.09375,-108.53125
2324,33.09375,-108.46875
2325,33.09375,-108.40625
2326,33.09375,-108.34375
2327,33.09375,-108.28125
2328,33.09375,-108.21875
2329,33.09375,-108.15625
2330,33.09375,-108.09375
2331,33.09375,-108.03125
2332,33.09375,-107.96875
2333,33.15625,-115.03125
2334,33.15625,-114.96875
2335,33.15625,-114.90625
2336,33.15625,-114.84375
2337,33.15625,-114.78125
2338,33.15625,-114.71875
2339,33.15625,-114.65625
2340,33.15625,-114.59375
2341,33.15625,-114.53125
2342,33.15625,-114.46875
2343,33.15625,-114.40625
2344,33.15625,-114.34375
2345,33.15625,-114.28125
2346,33.15625,-114.21875
2347,33.15625,-114.15625
2348,33.15625,-114.09375
2349,33.15625,-114.03125
2350,33.15625,-113.96875
2351,33.15625,-113.90625
2352,33.15625,-113.84375
2353,33.15625,-113.78125
2354,33.15625,-113.71875
2355,33.15625,-113.65625
2356,33.15625,-113.59375
2357,33.15625,-113.53125
2358,33.15625,-113.46875
2359,33.15625,-113.40625
2360,33.15625,-113.34375
2361,33.15625,-113.28125
2362,33.15625,-113.21875
2363,33.15625,-113.15625
2364,33.15625,-113.09375
2365,33.15625,-113.03125
2366,33.15625,-112.96875
2367,33.15625,-112.90625
2368,33.15625,-112.84375
2369,33.15625,-112.78125
2370,33.15625,-112.71875
2371,33.15625,-112.65625
2372,33.15625,-112.59375
2373,33.15625,-112.53125
2374,33.15625,-112.46875
2375,33.15625,-112.40625
2376,33.15625,-112.34375
2377,33.15625,-112.28125
2378,33.15625,-112.21875
2379,33.15625,-112.15625
2380,33.15625,-112.09375
2381,33.15625,-112.03125
2382,33.15625,-111.96875
2383,33.15625,-111.90625
2384,33.15625,-111.84375
2385,33.15625,-111.78125
2386,33.15625,-111.71875
2387,33.15625,-111.65625
2388,33.15625,-111.59375
2389,33.15625,-111.53125
2390,33.15625,-111.46875
2391,33.15625,-111.40625
2392,33.15625,-111.34375
2393,33.15625,-111.28125
2394,33.15625,-111.21875
2395,33.15625,-111.15625
2396,33.15625,-111.09375
2397,33.15625,-111.03125
2398,33.15625,-110.96875
2399,33.15625,-110.90625
2400,33.15625,-110.84375
2401,33.15625,-110.78125
2402,33.15625,-110.71875
2403,33.15625,-110.65625
2404,33.15625,-110.59375
2405,33.15625,-110.53125
2406,33.15625,-110.46875
2407,33.15625,-110.40625
2408,33.15625,-110.34375
2409,33.15625,-110.28125
2410,33.15625,-110.21875
2411,33.15625,-110.15625
2412,33.15625,-110.09375
2413,33.15625,-110.03125
2414,33.15625,-109.96875
2415,33.15625,-109.90625
2416,33.15625,-109.84375
2417,33.15625,-109.78125
2418,33.15625,-109.71875
2419,33.15625,-109.65625
2420,33.15625,-109.59375
2421,33.15625,-109.53125
2422,33.15625,-109.46875
2423,33.15625,-109.40625
2424,33.15625,-109.34375
2425,33.15625,-109.28125
2426,33.15625,-109.21875
2427,33.15625,-109.15625
2428,33.15625,-109.09375
2429,33.15625,-109.03125
2430,33.15625,-108.96875
2431,33.15625,-108.90625
2432,33.15625,-108.84375
2433,33.15625,-108.78125
2434,33.15625,-108.71875
2435,33.15625,-108.65625
2436,33.15625,-108.59375
2437,33.15625,-108.53125
2438,33.15625,-108.46875
2439,33.15625,-108.40625
2440,33.15625,-108.34375
2441,33.15625,-108.28125
2442,33.15625,-108.21875
2443,33.15625,-108.15625
2444,33.15625,-108.09375
2445,33.15625,-108.03125
2446,33.15625,-107.96875
2447,33.21875,-115.15625
2448,33.21875,-115.09375
2449,33.21875,-115.03125
2450,33.21875,-114.96875
2451,33.21875,-114.90625
2452,33.21875,-114.84375
2453,33.21875,-114.78125
2454,33.21875,-114.71875
2455,33.21875,-114.65625
2456,33.21875,-114.59375
2457,33.21875,-114.53125
2458,33.21875,-114.46875
2459,33.21875,-114.40625
2460,33.21875,-114.34375
2461,33.21875,-114.28125
2462,33.21875,-114.21875
2463,33.21875,-114.15625
2464,33.21875,-114.09375
2465,33.21875,-114.03125
2466,33.21875,-113.96875
2467,33.21875,-113.90625
2468,33.21875,-113.84375
2469,33.21875,-113.78125
2470,33.21875,-113.71875
2471,33.21875,-113.65625
2472,33.21875,-113.59375
2473,33.21875,-113.53125
2474,33.21875,-113.46875
2475,33.21875,-113.40625
2476,33.21875,-113.34375
2477,33.21875,-113.28125
2478,33.21875,-113.21875
2479,33.21875,-113.15625
2480,33.21875,-113.09375
2481,33.21875,-113.03125
2482,33.21875,-112.96875
2483,33.21875,-112.90625
2484,33.21875,-112.84375
2485,33.21875,-112.78125
2486,33.21875,-112.71875
2487,33.21875,-112.65625
2488,33.21875,-112.59375
2489,33.21875,-112.53125
2490,33.21875,-112.46875
2491,33.21875,-112.40625
2492,33.21875,-112.34375
2493,33.21875,-112.28125
2494,33.21875,-112.21875
2495,33.21875,-112.15625
2496,33.21875,-112.09375
2497,33.21875,-112.03125
2498,33.21875,-111.96875
2499,33.21875,-111.90625
2500,33.21875,-111.84375
2501,33.21875,-111.78125
2502,33.21875,-111.71875
2503,33.21875,-111.65625
2504,33.21875,-111.59375
2505,33.21875,-111.53125
2506,33.21875,-111.46875
2507,33.21875,-111.40625
2508,33.21875,-111.34375
2509,33.21875,-111.28125
2510,33.21875,-111.21875
2511,33.21875,-111.15625
2512,33.21875,-111.09375
2513,33.21875,-111.03125
2514,33.21875,-110.96875
2515,33.21875,-110.90625
2516,33.21875,-110.84375
2517,33.21875,-110.78125
2518,33.21875,-110.71875
2519,33.21875,-110.65625
2520,33.21875,-110.59375
2521,33.21875,-110.53125
2522,33.21875,-110.46875
2523,33.21875,-110.40625
2524,33.21875,-110.34375
2525,33.21875,-110.28125
2526,33.21875,-110.21875
2527,33.21875,-110.15625
2528,33.21875,-110.09375
2529,33.21875,-110.03125
2530,33.21875,-109.96875
2531,33.21875,-109.90625
2532,33.21875,-109.84375
2533,33.21875,-109.78125
2534,33.21875,-109.71875
2535,33.21875,-109.65625
2536,33.21875,-109.59375
2537,33.21875,-109.53125
2538,33.21875,-109.46875
2539,33.21875,-109.40625
2540,33.21875,-109.34375
2541,33.21875,-109.28125
2542,33.21875,-109.21875
2543,33.21875,-109.15625
2544,33.21875,-109.09375
2545,33.21875,-109.03125
2546,33.21875,-108.96875
2547,33.21875,-108.90625
2548,33.21875,-108.84375
2549,33.21875,-108.78125
2550,33.21875,-108.71875
2551,33.21875,-108.65625
2552,33.21875,-108.59375
2553,33.21875,-108.40625
2554,33.21875,-108.34375
2555,33.21875,-108.28125
2556,33.21875,-108.21875
2557,33.21875,-108.15625
2558,33.21875,-108.09375
2559,33.21875,-108.03125
2560,33.21875,-107.96875
2561,33.21875,-107.90625
2562,33.28125,-115.15625
2563,33.28125,-115.09375
2564,33.28125,-115.03125
2565,33.28125,-114.96875
2566,33.28125,-114.90625
2567,33.28125,-114.84375
2568,33.28125,-114.78125
2569,33.28125,-114.71875
2570,33.28125,-114.65625
2571,33.28125,-114.59375
2572,33.28125,-114.53125
2573,33.28125,-114.46875
2574,33.28125,-114.40625
2575,33.28125,-114.34375
2576,33.28125,-114.28125
2577,33.28125,-114.21875
2578,33.28125,-114.15625
2579,33.28125,-114.09375
2580,33.28125,-114.03125
2581,33.28125,-113.96875
2582,33.28125,-113.90625
2583,33.28125,-113.84375
2584,33.28125,-113.78125
2585,33.28125,-113.71875
2586,33.28125,-113.65625
2587,33.28125,-113.59375
2588,33.28125,-113.53125
2589,33.28125,-113.46875
2590,33.28125,-113.40625
2591,33.28125,-113.34375
2592,33.28125,-113.28125
2593,33.28125,-113.21875
2594,33.28125,-113.15625
2595,33.28125,-113.09375
2596,33.28125,-113.03125
2597,33.28125,-112.96875
2598,33.28125,-112.90625
2599,33.28125,-112.84375
2600,33.28125,-112.78125
2601,33.28125,-112.71875
2602,33.28125,-112.65625
2603,33.28125,-112.59375
2604,33.28125,-112.53125
2605,33.28125,-112.46875
2606,33.28125,-112.40625
2607,33.28125,-112.34375
2608,33.28125,-112.28125
2609,33.28125,-112.21875
2610,33.28125,-112.15625
2611,33.28125,-112.09375
2612,33.28125,-112.03125
2613,33.28125,-111.96875
2614,33.28125,-111.90625
2615,33.28125,-111.84375
2616,33.28125,-111.78125
2617,33.28125,-111.71875
2618,33.28125,-111.65625
2619,33.28125,-111.59375
2620,33.28125,-111.53125
2621,33.28125,-111.46875
2622,33.28125,-111.40625
2623,33.28125,-111.34375
2624,33.28125,-111.28125
2625,33.28125,-111.21875
2626,33.28125,-111.15625
2627,33.28125,-111.09375
2628,33.28125,-111.03125
2629,33.28125,-110.96875
2630,33.28125,-110.90625
2631,33.28125,-110.84375
2632,33.28125,-110.78125
2633,33.28125,-110.71875
2634,33.28125,-110.65625
2635,33.28125,-110.59375
2636,33.28125,-110.53125
2637,33.28125,-110.46875
2638,33.28125,-110.40625
2639,33.28125,-110.34375
2640,33.28125,-110.28125
2641,33.28125,-110.21875
2642,33.28125,-110.15625
2643,33.28125,-110.09375
2644,33.28125,-110.03125
2645,33.28125,-109.96875
2646,33.28125,-109.90625
2647,33.28125,-109.84375
2648,33.28125,-109.78125
2649,33.28125,-109.71875
2650,33.28125,-109.65625
2651,33.28125,-109.59375
2652,33.28125,-109.53125
2653,33.28125,-109.46875
2654,33.28125,-109.40625
2655,33.28125,-109.34375
2656,33.28125,-109.28125
2657,33.28125,-109.21875
2658,33.28125,-109.15625
2659,33.28125,-109.09375
2660,33.28125,-109.03125
2661,33.28125,-108.96875
2662,33.28125,-108.90625
2663,33.28125,-108.84375
2664,33.28125,-108.78125
2665,33.28125,-108.46875
2666,33.28125,-108.40625
2667,33.28125,-108.34375
2668,33.28125,-108.28125
2669,33.28125,-108.21875
2670,33.28125,-108.15625
2671,33.28125,-108.09375
2672,33.28125,-108.03125
2673,33.28125,-107.96875
2674,33.28125,-107.90625
2675,33.34375,-115.21875
2676,33.34375,-115.15625
2677,33.34375,-115.09375
2678,33.34375,-115.03125
2679,33.34375,-114.96875
2680,33.34375,-114.90625
2681,33.34375,-114.84375
2682,33.34375,-114.78125
2683,33.34375,-114.71875
2684,33.34375,-114.65625
2685,33.34375,-114.59375
2686,33.34375,-114.53125
2687,33.34375,-114.46875
2688,33.34375,-114.40625
2689,33.34375,-114.34375
2690,33.34375,-114.28125
2691,33.34375,-114.21875
2692,33.34375,-114.15625
2693,33.34375,-114.09375
2694,33.34375,-114.03125
2695,33.34375,-113.96875
2696,33.34375,-113.90625
2697,33.34375,-113.84375
2698,33.34375,-113.78125
2699,33.34375,-113.71875
2700,33.34375,-113.65625
2701,33.34375,-113.59375
2702,33.34375,-113.53125
2703,33.34375,-113.46875
2704,33.34375,-113.40625
2705,33.34375,-113.34375
2706,33.34375,-113.28125
2707,33.34375,-113.21875
2708,33.34375,-113.15625
2709,33.34375,-113.09375
2710,33.34375,-113.03125
2711,33.34375,-112.96875
2712,33.34375,-112.90625
2713,33.34375,-112.84375
2714,33.34375,-112.78125
2715,33.34375,-112.71875
2716,33.34375,-112.65625
2717,33.34375,-112.59375
2718,33.34375,-112.53125
2719,33.34375,-112.46875
2720,33.34375,-112.40625
2721,33.34375,-112.34375
2722,33.34375,-112.28125
2723,33.34375,-112.21875
2724,33.34375,-112.15625
2725,33.34375,-112.09375
2726,33.34375,-112.03125
2727,33.34375,-111.96875
2728,33.34375,-111.90625
2729,33.34375,-111.84375
2730,33.34375,-111.78125
2731,33.34375,-111.71875
2732,33.34375,-111.65625
2733,33.34375,-111.59375
2734,33.34375,-111.53125
2735,33.34375,-111.46875
2736,33.34375,-111.40625
2737,33.34375,-111.34375
2738,33.34375,-111.28125
2739,33.34375,-111.21875
2740,33.34375,-111.15625
2741,33.34375,-111.09375
2742,33.34375,-111.03125
2743,33.34375,-110.96875
2744,33.34375,-110.90625
2745,33.34375,-110.84375
2746,33.34375,-110.78125
2747,33.34375,-110.71875
2748,33.34375,-110.65625
2749,33.34375,-110.59375
2750,33.34375,-110.53125
2751,33.34375,-110.46875
2752,33.34375,-110.40625
2753,33.34375,-110.34375
2754,33.34375,-110.28125
2755,33.34375,-110.21875
2756,33.34375,-110.15625
2757,33.34375,-110.09375
2758,33.34375,-110.03125
2759,33.34375,-109.96875
2760,33.34375,-109.90625
2761,33.34375,-109.84375
2762,33.34375,-109.78125
2763,33.34375,-109.71875
2764,33.34375,-109.65625
2765,33.34375,-109.59375
2766,33.34375,-109.53125
2767,33.34375,-109.46875
2768,33.34375,-109.40625
2769,33.34375,-109.34375
2770,33.34375,-109.28125
2771,33.34375,-109.21875
2772,33.34375,-109.15625
2773,33.34375,-109.09375
2774,33.34375,-109.03125
2775,33.34375,-108.96875
2776,33.34375,-108.90625
2777,33.34375,-108.84375
2778,33.34375,-108.40625
2779,33.34375,-108.34375
2780,33.34375,-108.28125
2781,33.34375,-108.21875
2782,33.34375,-108.15625
2783,33.34375,-108.09375
2784,33.34375,-108.03125
2785,33.34375,-107.96875
2786,33.34375,-107.90625
2787,33.34375,-107.84375
2788,33.40625,-115.28125
2789,33.40625,-115.21875
2790,33.40625,-115.15625
2791,33.40625,-114.90625
2792,33.40625,-114.84375
2793,33.40625,-114.78125
2794,33.40625,-114.71875
2795,33.40625,-114.65625
2796,33.40625,-114.59375
2797,33.40625,-114.53125
2798,33.40625,-114.46875
2799,33.40625,-114.40625
2800,33.40625,-114.34375
2801,33.40625,-114.28125
2802,33.40625,-114.21875
2803,33.40625,-114.15625
2804,33.40625,-114.09375
2805,33.40625,-114.03125
2806,33.40625,-113.96875
2807,33.40625,-113.90625
2808,33.40625,-113.84375
2809,33.40625,-113.78125
2810,33.40625,-113.71875
2811,33.40625,-113.65625
2812,33.40625,-113.59375
2813,33.40625,-113.53125
2814,33.40625,-113.46875
2815,33.40625,-113.40625
2816,33.40625,-113.34375
2817,33.40625,-113.28125
2818,33.40625,-113.21875
2819,33.40625,-113.15625
2820,33.40625,-113.09375
2821,33.40625,-113.03125
2822,33.40625,-112.96875
2823,33.40625,-112.90625
2824,33.40625,-112.84375
2825,33.40625,-112.78125
2826,33.40625,-112.71875
2827,33.40625,-112.65625
2828,33.40625,-112.59375
2829,33.40625,-112.53125
2830,33.40625,-112.46875
2831,33.40625,-112.40625
2832,33.40625,-112.34375
2833,33.40625,-112.28125
2834,33.40625,-112.21875
2835,33.40625,-112.15625
2836,33.40625,-112.09375
2837,33.40625,-112.03125
2838,33.40625,-111.96875
2839,33.40625,-111.90625
2840,33.40625,-111.84375
2841,33.40625,-111.78125
2842,33.40625,-111.71875
2843,33.40625,-111.65625
2844,33.40625,-111.59375
2845,33.40625,-111.53125
2846,33.40625,-111.46875
2847,33.40625,-111.40625
2848,33.40625,-111.34375
2849,33.40625,-111.28125
2850,33.40625,-111.21875
2851,33.40625,-111.15625
2852,33.40625,-111.09375
2853,33.40625,-111.03125
2854,33.40625,-110.96875
2855,33.40625,-110.90625
2856,33.40625,-110.84375
2857,33.40625,-110.78125
2858,33.40625,-110.71875
2859,33.40625,-110.65625
2860,33.40625,-110.59375
2861,33.40625,-110.53125
2862,33.40625,-110.46875
2863,33.40625,-110.40625
2864,33.40625,-110.34375
2865,33.40625,-110.28125
2866,33.40625,-110.21875
2867,33.40625,-110.15625
2868,33.40625,-110.09375
2869,33.40625,-110.03125
2870,33.40625,-109.96875
2871,33.40625,-109.90625
2872,33.40625,-109.84375
2873,33.40625,-109.78125
2874,33.40625,-109.71875
2875,33.40625,-109.65625
2876,33.40625,-109.59375
2877,33.40625,-109.53125
2878,33.40625,-109.46875
2879,33.40625,-109.40625
